word,clue,length
ОЗЕРО,Природна водойма без прямого зв'язку з морем,5
СТАВ,"Штучна водойма, менша за озеро",4
ВОДОСХОВИЩЕ,"Штучна водойма на річці, перекритій греблею",11
КАНАЛ,Штучне водне русло,5
СИВАШ,"Мілководна затока, яку звуть Гнилим морем",5
АЗОВ,Найдрібніше море світу біля українських берегів,4
КАРПАТИ,Гірська система на заході України,7
ГОВЕРЛА,Найвища вершина України,7
ПОЛОНИНА,Гірське пасовище у Карпатах,8
ВЕРХОВИНА,Гуцульське селище високо в горах,9
ЯЙЛА,"Кримське гірське пасовище, безлісе нагір'я",4
ХРЕБЕТ,Довгий гірський масив,6
ПЕЧЕРА,Порожнина в горі чи скелі,6
ВОДОСПАД,"Місце, де річка падає з висоти",8
УЩЕЛИНА,Вузький і глибокий прохід між скелями,7
СКЕЛЯ,Кам'яна відвесна брила,5
ПЕЧЕРСЬК,Історичний район Києва на пагорбах,8
ПОЛІССЯ,Лісистий і болотистий регіон півночі України,7
ПОДІЛЛЯ,Регіон між Дністром і Бугом,7
ГАЛИЧИНА,Історичний край із центром у Львові,8
БУКОВИНА,Історичний край з центром у Чернівцях,8
ЗАКАРПАТТЯ,Область за Карпатськими горами,10
ВОЛИНЬ,Історичний край на північному заході,6
ТАВРІЯ,Історична назва степового Криму й Причорномор'я,6
КРИМ,"Півострів на півдні, оточений двома морями",4
ДОНБАС,Промисловий регіон сходу країни,6
СЛОБОДА,Поселення вільних переселенців на пільгових умовах,7
ОПІЛЛЯ,Лісостеповий край на Прикарпатті,6
ХОРТИЦЯ,"Найбільший острів на Дніпрі, козацька твердиня",7
ПІВОСТРІВ,"Суходіл, оточений водою майже з усіх боків",9
ОСТРІВ,"Суходіл, оточений водою з усіх боків",6
МИС,"Виступ суходолу, що вдається у море",3
ПРОТОКА,Вузька смуга води між двома ділянками суходолу,7
РІВНИНА,Велика ділянка землі без значних перепадів висоти,7
НИЗОВИНА,Рівнинна місцевість невеликої висоти над рівнем моря,8
ВИСОЧИНА,Піднесена рівнинна місцевість,8
ДОЛИНА,Знижена ділянка землі між пагорбами чи горами,6
ЯРУГА,Поетична назва глибокого яру чи балки,5
БАЛКА,"Пологий яр, порослий травою",5
ДЖЕРЕЛО,"Місце, де підземна вода виходить на поверхню",7
БОЛОТО,Перезволожена ділянка суходолу,6
СТЕП,"Безлісий рівнинний простір, вкритий травою",4
ЗАПОВІДНИК,"Територія, де природу охороняють від втручання",10
ЗАКАЗНИК,Територія з обмеженим режимом охорони природи,8
ОБЛАСТЬ,Основна адміністративна одиниця України,7
РАЙОН,"Адміністративна одиниця, менша за область",5
СТОЛИЦЯ,Головне місто держави,7
МЕГАПОЛІС,Дуже велике й густонаселене місто,9
СЕЛИЩЕ,"Населений пункт, менший за місто",6
ХУТІР,"Невелике сільське поселення, часто одна садиба",5
СЕЛО,Невеликий населений пункт у сільській місцевості,4
МІСТО,Великий населений пункт з розвиненою інфраструктурою,5
ПОБЕРЕЖЖЯ,Смуга суходолу вздовж моря,9
КОСА,Вузька намивна смуга суходолу біля берега,4
ДЕЛЬТА,Розгалужене гирло річки при впадінні в море,6
ГИРЛО,"Місце, де річка впадає в море чи іншу річку",5
ВИТІК,"Місце, де річка бере свій початок",5
ПРИТОКА,"Річка, що впадає в іншу, більшу річку",7
БАСЕЙН,"Територія, з якої річка збирає свої води",6
МЕРИДІАН,Умовна лінія довготи на карті,8
ШИРОТА,"Координата, що визначає віддаленість від екватора",6
КОРДОН,"Лінія, що розділяє території двох держав",6
АНКЛАВ,Територія однієї держави всередині іншої,6
АТЛАС,Збірка географічних карт,5
КАРТОГРАФ,Фахівець зі складання географічних карт,9
ЛАНДШАФТ,Загальний вигляд місцевості,8
КЛІМАТ,Багаторічний режим погоди певної місцевості,6
ЧОРНОЗЕМ,"Родючий тип ґрунту, яким славиться Україна",8
ЛІСОСТЕП,Природна зона між лісом і степом,8
ГЕОГРАФІЯ,Наука про поверхню Землі та її населення,9
ЗАПОРІЖЖЯ,"Місто на Дніпрі, відоме своєю ДніпроГЕС",9
КІРОВОГРАД,Колишня назва міста Кропивницький,10
ПРОСКУРІВ,Колишня назва міста Хмельницький,9
КАМЯНЕЦЬ,Місто на Поділлі зі скельною фортецею над каньйоном,8
ОЧАКІВ,"Портове місто на Миколаївщині, засноване як фортеця",6
ГЛУХІВ,Колишня гетьманська столиця на Сумщині,6
БАТУРИН,Колишня гетьманська резиденція на Чернігівщині,7
ЧОРТКІВ,Місто на Тернопільщині над Серетом,7
ЗБАРАЖ,Місто на Тернопільщині з відомим замком,6
КРЕМЕНЕЦЬ,Місто на Тернопільщині під горою Бона,9
БОРОДЯНКА,Селище на Київщині,9
ВИШГОРОД,Стародавнє місто на Дніпрі під Києвом,8
ТРИПІЛЛЯ,"Село на Київщині, що дало назву давній культурі",8
СУБОТІВ,"Село на Черкащині, родове гніздо Богдана Хмельницького",7
ЧИГИРИН,Колишня гетьманська столиця на Черкащині,7
КОРСУНЬ,"Місто на Черкащині, місце битви 1648 року",7
СЕРЕТ,"Річка Тернопільщини, притока Дністра",5
РАТА,"Річка на Львівщині, притока Західного Бугу",4
ІКВА,Річка Волині та Тернопільщини,4
ВІСЛА,Найбільша річка сусідньої Польщі,5
БУГ,"Річка, що дала назву місту Миколаєву в гирлі",3
СИНЮХА,Права притока Південного Бугу,6
МЕРЛА,Невелика річка на Харківщині,5
АЙДАР,"Річка Луганщини, притока Сіверського Дінця",5
КОРЧИК,Невелика річка Житомирщини,6
НАДВІРНА,Місто на Прикарпатті біля Карпат,8
КОСІВ,"Гуцульське місто, відоме різьбярством і кераамікою",5
ВОРОХТА,Гірськолижний курорт у Карпатах,7
БУКОВЕЛЬ,Найбільший гірськолижний курорт Карпат,8
ДРАГОБРАТ,Високогірний курорт на Закарпатті,9
ШАЦЬК,Селище на Волині серед мальовничих озер,5
СВІТЯЗЬ,"Найглибше природне озеро України, на Волині",7
ЯЛПУГ,"Найбільше озеро України, на Одещині",5
КАГУЛ,Озеро на південному заході Одеської області,5
