word,clue,length
СОБОР,Головний храм міста чи єпархії,5
ХРЕЩЕННЯ,Обряд навернення Русі у християнство 988 року,8
МИТРОПОЛИТ,Найвищий духовний сан у православній церкві Русі,10
ЛАВРА,"Найголовніший, найбільший монастир",5
ІКОНА,Священне зображення в православній традиції,5
ФРЕСКА,"Настінний розпис, як у Софійському соборі",6
МОЗАЇКА,"Зображення, викладене з кольорових шматочків",7
АРХІВ,Місце зберігання давніх документів,5
МУЗЕЙ,"Заклад, що зберігає й показує історичні пам'ятки",5
ПАМЯТКА,Об'єкт культурної чи історичної цінності,7
РОЗКОПКИ,Археологічні роботи для пошуку старожитностей,8
КУРГАН,Стародавній насипний могильний горб,6
ГОРОДИЩЕ,Залишки укріпленого поселення давніх часів,8
СКАРБ,Заховані коштовності чи стародавні цінності,5
МОНЕТА,Металевий грошовий знак,6
ГРИВНЯ,"Стародавня грошова та вагова одиниця, нині валюта",6
ТРИЗУБ,Державний герб України,6
ПРАПОР,"Синьо-жовте полотнище, державний символ",6
ГІМН,Урочиста пісня-символ держави,4
ГЕРБ,Символічний знак держави чи роду,4
КОБЗАР,Мандрівний співець-музикант або назва книги Шевченка,6
БАНДУРА,Багатострунний народний музичний інструмент,7
КОБЗА,"Давній щипковий інструмент, попередник бандури",5
ВИШИВАНКА,Традиційна сорочка з орнаментом,9
ПИСАНКА,"Великоднє яйце з візерунком, не крашанка",7
ОБЕРІГ,"Річ, що за повір'ям захищає від лиха",6
ТРИДЕНТ,Латинська назва українського герба,7
ЖУПАН,Верхній одяг козацької старшини,5
ШАРОВАРИ,Широкі козацькі штани,8
ОСЕЛЕДЕЦЬ,Пасмо волосся на голеній голові козака,9
КУНТУШ,Верхній розпашний одяг знаті й старшини,6
ШЕВЧЕНКО,"Поет-пророк, автор Кобзаря",8
ФРАНКО,"Письменник і вчений, каменяр за прізвиськом",6
ЛЕСЯ,"Поетеса, авторка Лісової пісні, за іменем",4
СКОВОРОДА,Мандрівний філософ і поет вісімнадцятого століття,9
ДРАГОМАНОВ,Публіцист і громадський діяч ХІХ століття,10
КОСТОМАРОВ,"Історик, дослідник козаччини і автор Книги буття",10
АНТОНОВИЧ,"Історик, засновник наукової школи в Києві",9
ЯВОРНИЦЬКИЙ,"Історик, головний дослідник запорізького козацтва",11
БАТУРИН,"Столиця Гетьманщини, зруйнована Меншиковим",7
ЧИГИРИН,Столиця Гетьманщини за часів Хмельницького,7
ХОРТИЦЯ,"Острів, де постала перша Запорізька Січ",7
ПОЛТАВА,"Місто, під яким шведський король Карл зазнав поразки 1709 року",7
КОНОТОП,Місце перемоги Виговського над московським військом,7
БЕРЕСТЕЧКО,Місце тяжкої поразки Хмельницького 1651 року,10
ГАДЯЧ,"Місто, де уклали договір про Велике князівство Руське",5
АНДРУСІВ,"Місце перемир'я, що розділило Україну по Дніпру",8
ВОЛЯ,"Головна цінність, за яку боролися козаки",4
СВОБОДА,Стан незалежності від чужої влади,7
НАРОД,"Спільнота людей, об'єднана мовою й культурою",5
МОВА,Головна ознака національної ідентичності,4
ДЕРЖАВА,Політично організована спільнота з власною владою,7
КОРДОН,"Лінія, що розділяє території держав",6
СТОЛИЦЯ,Головне місто держави,7
ПРЕЗИДЕНТ,Виборний глава сучасної держави,9
ПАРЛАМЕНТ,Законодавчий орган влади,9
ВИБОРИ,Процедура обрання влади народом,6
АРМІЯ,Збройні сили держави,5
ПОЛКОВОДЕЦЬ,Досвідчений керівник війська,11
ГЕРОЙ,"Людина, що здійснила визначний подвиг",5
ПАМЯТНИК,Споруда на честь визначної події чи особи,8
ЕКСПОНАТ,"Предмет, виставлений у музеї для огляду",8
ДОКУМЕНТ,"Офіційний папір, що засвідчує факти",8
ПЕЧАТКА,"Знак, яким скріплювали офіційні документи",7
ПОСОЛ,Дипломатичний представник держави,5
ДИПЛОМАТ,Фахівець із міждержавних відносин,8
СОЮЗ,Об'єднання держав чи політичних сил,4
АНЕКСІЯ,Насильницьке приєднання чужої території,7
ОКУПАЦІЯ,Захоплення чужої території збройною силою,8
ІНТЕРВЕНЦІЯ,Втручання однієї держави у справи іншої,11
ЗБРОЯ,Знаряддя для ведення війни,5
ФОРТЕЦЯ,Укріплена споруда для оборони,7
ВАЛ,Земляна насипна укріплена споруда,3
ОБЛОГА,Тривале військове оточення міста чи фортеці,6
ПОЛОН,"Стан бранця, захопленого ворогом",5
БРАНЕЦЬ,"Людина, взята в полон",7
ЗАСЛАННЯ,Примусове віддалене поселення як покарання,8
ЕМІГРАЦІЯ,Виїзд з батьківщини в іншу країну,9
ДІАСПОРА,"Спільнота вихідців з країни, що живе за кордоном",8
ЯРОСЛАВНА,"Героїня давнього твору, що плаче на валу в Путивлі",9
СЛОВО,Найдавніша пам'ятка літератури Русі про похід Ігоря,5
БЕРЕСТЯ,"Матеріал, на якому писали в давньому Новгороді й Русі",7
ПОРУБ,Давньоруська підземна в'язниця,5
ВОТЧИНА,Спадкове володіння землею в давній Русі,7
ПОЛЮДДЯ,Об'їзд князем підвладних земель для збору данини,7
ДАНИНА,"Податок, який платили підкорені племена князю",6
ВІРА,Штраф за вбивство вільної людини за Руською правдою,4
ПРАВДА,"Найдавніший писаний збірник законів Русі, за назвою",6
ЗАПОВІТ,"Вірш Шевченка, що став народною клятвою",7
МОЛОДА,"Прикметник до Січі, заснованої за Дунаєм пізніше",6
ЗАДУНАЙСЬКА,"Січ, заснована козаками після зруйнування головної",11
НОВОРОСІЯ,Імперська назва частини південних українських земель,9
СЛОБОДА,Поселення вільних переселенців з особливими пільгами,7
ПОЛОНЯНКА,"Жінка, яку захопили в неволю татари чи турки",9
ЯНИЧАР,"Християнський хлопчик, навернений в турецьке військо",6
ВІДКУП,Право збирати податки за платню державі,6
МАНІФЕСТ,Урочисте письмове звернення влади до народу,8
ЦЕНЗУРА,Контроль влади над друкованим словом,7
ЗАБОРОНА,"Указ, що обмежував друк українською мовою",8
ГРОМАДА,Об'єднання національно свідомої інтелігенції ХІХ століття,7
ПРОСВІТА,"Товариство, що поширювало освіту серед народу",8
СІЧОВИК,Вояк стрілецького легіону початку минулого століття,7
СТРІЛЕЦЬ,"Вояк легіону, що воював за українську державність",8
ЛЕГІОН,Військове формування українських січових стрільців,6
СОБОРНІСТЬ,Ідея єдності всіх українських земель в одній державі,10
ЕТНОС,Історично сформована спільнота людей з єдиною культурою,5
НАЦІЯ,Історична спільнота людей з єдиною територією й мовою,5
ПАТРІОТ,"Людина, віддана своїй батьківщині",7
ВИЗВОЛЕННЯ,Звільнення від чужої влади чи окупації,10
