word,clue,length
МУРАКАМІ,Сучасний японський автор із сюрреалістичними сюжетами,8
ЕЗОП,Давньогрецький байкар,4
ГОМЕР,Автор двох найдавніших епічних поем Європи,5
ДАНТЕ,Автор подорожі крізь пекло, чистилище й рай,5
СЕРВАНТЕС,Автор роману про мандрівного ідальго,9
ГАМЛЕТ,Данський принц, що вагається помститися за батька,7
ОТЕЛЛО,Ревнивий венеційський воєначальник,7
МАКБЕТ,Шотландський воєвода, підбурений відьомським пророцтвом,6
ДЖУЛЬЄТТА,Веронська дівчина, закохана у ворожого сина,9
ФАУСТ,Учений, що уклав угоду з дияволом,5
МЕФІСТОФЕЛЬ,Диявол, що спокушає вченого душею,11
ДРАКУЛА,Трансільванський граф-кровопивця,7
КВАЗІМОДО,Горбатий дзвонар паризького собору,9
ЕСМЕРАЛЬДА,Циганська танцівниця з паризького роману,10
РОБІНЗОН,Мореплавець, що вижив сам на безлюдному острові,8
ГУЛЛІВЕР,Мандрівник до країни ліліпутів,8
ПІНОККІО,Дерев'яний хлопчик, у якого росте ніс від брехні,8
МАУГЛІ,Хлопчик, вихований вовками в джунглях,6
ГЕРМІОНА,Найрозумніша подруга хлопчика-чарівника,8
ДАМБЛДОР,Мудрий директор школи чарівництва,8
ФРОДО,Гобіт, що ніс перстень до вулкана,5
ГЕНДАЛЬФ,Сивий чарівник із посохом у Середзем'ї,8
САУРОН,Темний володар персня в Середзем'ї,6
ШЕРЛОК,Лондонський детектив з Бейкер-стріт,6
ВАТСОН,Вірний друг і літописець лондонського детектива,6
ПУАРО,Бельгійський детектив з вусами й маленькими сірими клітинками,5
СКРУДЖ,Скупий старий, якого відвідали три духи,6
ДОРІАН,Юнак, чий портрет старіє замість нього,6
ХОБІТ,Малорослий мешканець нори з волохатими ногами,5
