word,clue,length
АМЕРИКА,Континент за океаном від Європи,7
ПАРИЖ,Столиця з Ейфелевою вежею,5
ЛОНДОН,Столиця над Темзою,6
БЕРЛІН,Столиця, розділена стіною до 1989 року,6
МАДРИД,Столиця з музеєм Прадо,6
ЛІСАБОН,Столиця на семи пагорбах над Атлантикою,7
ВІДЕНЬ,Столиця вальсів над Дунаєм,6
БЕРН,Столиця з ведмежою ямою,4
БРЮССЕЛЬ,Столиця, що вважається центром євроінституцій,8
АМСТЕРДАМ,Столиця каналів і велосипедів,9
ОСЛО,Столиця на краю фіорду,4
СТОКГОЛЬМ,Столиця на чотирнадцяти островах,9
ГЕЛЬСІНКІ,Найпівнічніша столиця континентальної Європи,9
КОПЕНГАГЕН,Столиця з русалонькою на скелі,10
ВАРШАВА,Столиця над Віслою,7
ПРАГА,Столиця сотні шпилів над Влтавою,5
БУДАПЕШТ,Столиця, утворена злиттям двох міст над Дунаєм,8
БУХАРЕСТ,Столиця, названу маленьким Парижем,8
СОФІЯ,Одна з найдавніших столиць Європи,5
АФІНИ,Столиця з Акрополем,5
АНКАРА,Столиця, що заступила Стамбул,6
ДУБЛІН,Столиця над річкою Ліффі,6
ВІЛЬНЮС,Столиця з бароковим старим містом,7
РИГА,Столиця з мурованим старим містом над Двіною,4
ТАЛЛІНН,Столиця з добре збереженим середньовіччям,7
МІНСЬК,Столиця над річкою Свіслоч,6
КИШИНІВ,Столиця, оточена виноградниками,7
ВАШИНГТОН,Столиця, названа на честь першого президента,9
ОТТАВА,Столиця над каналом Рідо,6
МЕХІКО,Столиця, збудована на місці ацтекського міста,6
САНТЬЯГО,Столиця біля підніжжя Анд,8
ЛІМА,Столиця, засновану іспанськими конкістадорами,4
БОГОТА,Гірська столиця на висоті понад дві тисячі метрів,6
КАРАКАС,Столиця нафтової країни,7
КІТО,Столиця майже на самому екваторі,4
ГАВАНА,Столиця острова сигар і рому,6
ПЕКІН,Столиця з Забороненим містом,5
ТОКІО,Найлюдніша столична агломерація світу,5
ДЕЛІ,Столиця з давніми могольськими пам'ятками,4
ДЖАКАРТА,Столиця, що потроху занурюється в море,8
БАНГКОК,Столиця храмів і каналів у Південно-Східній Азії,7
МАНІЛА,Столиця архіпелагу з понад сімома тисячами островів,6
СЕУЛ,Столиця над річкою Ханган,4
ХАНОЙ,Столиця з тисячолітньою історією,5
КАБУЛ,Гірська столиця на перехресті Азії,5
ІСЛАМАБАД,Спланована столиця, збудована в 1960-х,9
ТЕГЕРАН,Столиця під горою Демавенд,7
БАГДАД,Столиця над Тигром,6
ДАМАСК,Одне з найдавніших постійно заселених міст,6
БЕЙРУТ,Столиця, яку звали Парижем Близького Сходу,6
ЄРУСАЛИМ,Місто, святе для трьох релігій,8
ЄРЕВАН,Столиця біля підніжжя Арарату,6
ТБІЛІСІ,Столиця над річкою Кура,7
БАКУ,Столиця на березі Каспію,4
КАНБЕРРА,Спланована столиця між Сіднеєм і Мельбурном,8
ВЕЛЛІНГТОН,Найпівденніша столиця у світі,10
КАЇР,Столиця над Нілом біля пірамід,4
РАБАТ,Столиця на атлантичному узбережжі Марокко,5
ТРІПОЛІ,Столиця на узбережжі Північної Африки,7
НАЙРОБІ,Столиця, оточена саванами й парками сафарі,7
ПРЕТОРІЯ,Одна зі столиць Південно-Африканської Республіки,8
ЄВРОПА,Континент, названий на честь фінікійської царівни,6
АЗІЯ,Найбільший континент планети,4
АФРИКА,Континент пустель і саван,6
АНТАРКТИДА,Крижаний континент на південному полюсі,10
ОКЕАН,Найбільша водна маса Землі,5
МОРЕ,Частина океану, обмежена сушею,4
НІЛ,Найдовша річка Африки,3
АМАЗОНКА,Найповноводніша річка світу,8
ЄВФРАТ,Одна з двох річок Месопотамії,6
ТИГР,Річка, що тече поруч із Євфратом,4
ГАНГ,Священна річка Індії,4
ВОЛГА,Найдовша річка Європи,5
РЕЙН,Річка, що тече через кілька країн Європи,4
ТЕМЗА,Річка, що протікає через Лондон,5
СЕНА,Річка, що ділить Париж навпіл,4
МІССУРІ,Найдовша притока Міссісіпі,7
ЮКОН,Річка на Алясці й у Канаді,4
МЕКОНГ,Річка, що тече через шість країн Азії,6
ОРІНОКО,Одна з найбільших річок Південної Америки,7
ПАРАНА,Друга за довжиною річка Південної Америки,6
ЗАМБЕЗІ,Річка з водоспадом Вікторія,7
КОНГО,Друга за повноводністю річка світу,5
ЛІМПОПО,Річка на південному сході Африки,7
ЛЕНА,Одна з найбільших річок Сибіру,4
ЄНІСЕЙ,Річка, що ділить Сибір на західний і східний,6
АМУР,Річка на кордоні Росії й Китаю,4
ХУАНХЕ,Річка, яку прозвали жовтою через мул,6
ЯНЦЗИ,Найдовша річка Азії,5
АЛЬПИ,Найвищий гірський масив Західної Європи,5
ГІМАЛАЇ,Найвищі гори планети,7
АНДИ,Найдовший гірський ланцюг суходолу,4
УРАЛ,Гори, що умовно поділяють Європу й Азію,4
КАВКАЗ,Гори між Чорним і Каспійським морями,6
АТЛАС,Гірський масив на північному заході Африки,5
ПІРІНЕЇ,Гори між Іспанією і Францією,7
АППАЛАЧІ,Давні гори на сході Північної Америки,8
ЕВЕРЕСТ,Найвища вершина світу,7
КІЛІМАНДЖАРО,Найвища вершина Африки,12
МОНБЛАН,Найвища вершина Альп,7
ФУДЗІЯМА,Священна вершина Японії,8
ВЕЗУВІЙ,Вулкан, що знищив Помпеї,7
ЕТНА,Найактивніший вулкан Європи,4
КРАКАТАУ,Вулкан, виверження якого чули за тисячі кілометрів,8
САХАРА,Найбільша спекотна пустеля світу,6
ГОБІ,Пустеля на кордоні Монголії й Китаю,4
КАЛАХАРІ,Пустеля на півдні Африки,8
АТАКАМА,Найсухіша пустеля світу,7
АРАВІЯ,Півострів між Червоним морем і Перською затокою,6
НІАГАРА,Знаменитий водоспад на кордоні США й Канади,7
ВІКТОРІЯ,Водоспад на річці Замбезі,8
БАЙКАЛ,Найглибше озеро планети,6
ТАНГАНЬЇКА,Друге за глибиною озеро світу,10
КАСПІЙ,Найбільша замкнена водойма планети,6
АРАЛ,Море, що майже висохло через зрошення,4
СІЦІЛІЯ,Найбільший острів Середземного моря,7
КОРСИКА,Гористий французький острів у Середземному морі,7
САРДИНІЯ,Італійський острів на захід від Італії,8
КРИТ,Найбільший грецький острів,4
ГАВАЇ,Вулканічний архіпелаг у Тихому океані,5
БАЛІ,Індонезійський острів храмів і рисових терас,4
ТАЇТІ,Острів у Французькій Полінезії,5
МАЛЬДІВИ,Архіпелаг з тисяч коралових острівців,8
СЕЙШЕЛИ,Архіпелаг біля східного узбережжя Африки,7
ФІДЖІ,Архіпелаг у південній частині Тихого океану,5
ГАЇТІ,Острівна держава, що поділяє острів з Домінікою,5
БАГАМИ,Архіпелаг біля узбережжя Флориди,6
БЕРМУДИ,Архіпелаг, оточений загадковим трикутником,7
КАНАРИ,Іспанський архіпелаг біля берегів Африки,6
СИБІР,Величезний холодний регіон на сході Росії,5
СКАНДИНАВІЯ,Північний регіон Європи з фіордами,11
БАЛКАНИ,Гірський півострів на південному сході Європи,7
МЕСОПОТАМІЯ,Стародавній регіон між двома річками,11
АМАЗОНІЯ,Величезний тропічний ліс Південної Америки,8
ПАТАГОНІЯ,Вітряний регіон на півдні Південної Америки,9
ТУНДРА,Безлісий регіон вічної мерзлоти,6
ПРЕРІЯ,Трав'яниста рівнина Північної Америки,6
САВАНА,Трав'яниста рівнина з рідкими деревами в Африці,6
ДЖУНГЛІ,Густий тропічний ліс,7
ОАЗИС,Зелена пляма серед пустелі з водою,5
ГІБРАЛТАР,Скеля й протока на виході із Середземного моря,9
БОСФОР,Протока, що ділить Стамбул на дві частини,6
ПАНАМА,Країна з каналом між двома океанами,6
СУЕЦ,Канал між Середземним і Червоним морями,4
