word,clue,length
КАРИБСЬКА,"Криза, що мало не спричинила ядерну війну 1962 року",9
КОСМОДРОМ,"Місце, звідки ракети вирушають у політ",9
СУПУТНИК,"Перший штучний об'єкт, запущений в космос 1957 року",8
ООН,"Міжнародна організація, заснована після Другої світової",3
ПІРАМІДА,Гробниця фараона з ідеально рівними гранями,8
СФІНКС,Кам'яна статуя з тілом лева і головою людини,6
КОЛІЗЕЙ,Римський амфітеатр для гладіаторських боїв,7
ПАРФЕНОН,Храм Афіни на афінському Акрополі,8
АКРОПОЛЬ,Священний пагорб у центрі давніх Афін,8
МАЯК,Одне з чудес світу в гавані Александрії,4
КОЛОС,Гігантська статуя на острові Родос,5
МАВЗОЛЕЙ,"Пишна гробниця, назва якої походить від царя Мавсола",8
СТОУНХЕНДЖ,Кам'яне мегалітичне коло в Англії,10
ТЕРАКОТА,Матеріал воїнів з гробниці першого китайського імператора,8
ПАПІРУС,Матеріал для письма з єгипетської рослини,7
ІЄРОГЛІФ,Знак давньоєгипетського чи китайського письма,8
КЛИНОПИС,Найдавніша писемність Месопотамії,8
АЛФАВІТ,Впорядкований набір літер для запису мови,7
ФРЕСКА,Настінний живопис по вологій штукатурці,6
МОЗАЇКА,Зображення з кольорових шматочків каменю чи скла,7
АМФОРА,Давньогрецька посудина з двома ручками,6
САРКОФАГ,Кам'яна чи дерев'яна труна для мумії чи тіла,8
МУМІЯ,Забальзамоване тіло давнього єгиптянина,5
ЦИВІЛІЗАЦІЯ,Високорозвинене суспільство з писемністю і містами,11
ІМПЕРІЯ,Велика держава з підкореними народами,7
ІМПЕРАТОР,"Монарший титул, вищий за короля",9
КОРОЛЬ,Спадковий монарх європейської держави,6
КОРОЛЕВА,Дружина монарха або самостійна правителька,8
ПРИНЦ,"Син монарха, спадкоємець престолу",5
ДИНАСТІЯ,Ряд правителів з одного роду,8
ТРОН,Крісло монарха як символ влади,4
КОРОНА,Головний убір монарха як символ влади,6
СКІПЕТР,Жезл монарха як символ влади,7
ГЕРБ,Символічний знак держави чи роду,4
ПРАПОР,Полотнище як символ держави чи руху,6
АРМІЯ,Збройні сили держави,5
ФЛОТ,Сукупність військових кораблів держави,4
ЛЕГІОН,Основна бойова одиниця римської армії,6
ГЛАДІАТОР,"Раб, що бився на арені заради розваги глядачів",9
АРЕНА,Місце публічних боїв і видовищ у Римі,5
СЕНАТ,Вищий державний орган Стародавнього Риму,5
ТРИБУН,Захисник прав простого народу в Римі,6
ПАТРИЦІЙ,Представник знаті в Стародавньому Римі,8
ПЛЕБЕЙ,Простолюдин у Стародавньому Римі,6
РАБ,"Людина, позбавлена особистої свободи і власності",3
ОБЕЛІСК,Високий кам'яний чотиригранний стовп,7
ХРАМ,Споруда для релігійних обрядів,4
ОРАКУЛ,"Місце чи особа, що провіщає волю богів",6
МІФ,Давнє переказне оповідання про богів і героїв,3
ОЛІМП,"Гора, де за міфами мешкали грецькі боги",5
ЗЕВС,Верховний бог грецького пантеону,4
АРХІВ,Місце зберігання документів минулого,5
ЛІТОПИС,Історичний запис подій за роками,7
ХРОНІКА,Послідовний запис історичних подій,7
АРХЕОЛОГ,"Науковець, що досліджує минуле через розкопки",8
РОЗКОПКИ,Наукові роботи з пошуку старожитностей у землі,8
КУРГАН,Стародавній насипний могильний горб,6
СКАРБ,Заховані коштовності минулих епох,5
МОНЕТА,Металевий грошовий знак,6
КАРАВАН,"Група мандрівників чи купців, що йде разом",7
ШОВК,"Тканина, заради якої проклали давній торговий шлях",4
ПРЯНОЩІ,"Товар, заради якого європейці шукали морський шлях до Індії",7
ОСМАНИ,"Турецька династія, що правила великою імперією",6
СУЛТАН,Титул правителя Османської імперії,6
ГАБСБУРГИ,"Династія, що правила Австрією і частиною Європи",9
БУРБОНИ,Королівська династія Франції та Іспанії,7
РОМАНОВИ,"Династія, що правила Московією і Росією",8
ТЮДОРИ,"Англійська династія, до якої належала Єлизавета Перша",6
ПРУССІЯ,"Німецька держава, що об'єднала Німеччину під своєю короною",7
ГАЛЛІЯ,Давня назва території сучасної Франції,6
БРИТАНІЯ,Римська провінція на території сучасної Англії,8
ІБЕРІЯ,Давня назва Піренейського півострова,6
АНГЛІЯ,"Держава, що дала світу парламентаризм",6
ФРАНЦІЯ,"Держава, де відбулася революція 1789 року",7
ІСПАНІЯ,"Держава, чиї конкістадори завоювали Америку",7
ПОРТУГАЛІЯ,"Держава, що першою відкрила морський шлях в Індію",10
НІМЕЧЧИНА,"Держава, об'єднана Бісмарком 1871 року",9
ІТАЛІЯ,"Держава, об'єднана Гарібальді у ХІХ столітті",6
НІДЕРЛАНДИ,"Держава, що звільнилася від іспанського панування",10
АМЕРИКА,"Континент, відкритий для Європи 1492 року",7
США,"Держава, що здобула незалежність 1776 року",3
КАНАДА,"Північноамериканська держава, колишня британська колонія",6
МЕКСИКА,"Держава, де колись правили ацтеки",7
ПЕРУ,"Держава, де колись була столиця імперії інків",4
БРАЗИЛІЯ,Найбільша колишня португальська колонія Америки,8
АВСТРАЛІЯ,"Континент, колонізований британцями як каторжна земля",9
АФРИКА,"Континент, поділений європейцями наприкінці ХІХ століття",6
ГЕНРІХ,Ім'я восьми англійських королів поспіль,6
ЄЛИЗАВЕТА,Ім'я двох відомих англійських королев,9
ЛЮДОВІК,Ім'я вісімнадцяти французьких королів,7
РОБЕСПЄР,Лідер якобінців часів терору Французької революції,8
ЯКОБІНЦІ,Радикальне угруповання Французької революції,8
ТЕРОР,Період масових страт під час Французької революції,5
ЕЛЬБА,"Острів, куди вислали Наполеона першого разу",5
МОСКВА,"Місто, звідки Наполеон почав відступ 1812 року",6
БОРОДІНО,Місце найкривавішої битви походу Наполеона на схід,8
ТРАФАЛЬГАР,"Морська битва, де загинув адмірал Нельсон",10
НЕЛЬСОН,"Британський адмірал, що переміг при Трафальгарі",7
СЕВАСТОПОЛЬ,"Місто, обложене у Кримській війні",11
САМУРАЙ,"Японський військовий дворянин, воїн-аристократ",7
СЬОГУН,Військовий правитель середньовічної Японії,6
МІКАДО,Титул японського імператора,6
ГЕЙША,Японська жінка-виконавиця традиційних мистецтв,5
КАМІКАДЗЕ,Японський льотчик-смертник Другої світової,9
КРЕЗ,"Легендарно багатий цар Лідії, чиє ім'я стало прислів'ям",4
МІДАС,"Цар з міфу, у якого все перетворювалось на золото",5
ІКАР,"Юнак з міфу, що злетів надто близько до сонця",4
ОДІССЕЙ,"Хитромудрий герой, що десять років повертався додому",7
АХІЛЛЕС,Грецький герой з єдиним вразливим місцем на тілі,7
МІНОТАВР,Чудовисько з тілом людини й головою бика в лабіринті,8
ПРОМЕТЕЙ,"Титан, що подарував людям вогонь і поплатився за це",8
ГЕРАКЛ,"Герой, що здійснив дванадцять неможливих подвигів",6
АМАЗОНКА,Легендарна войовниця з міфічного жіночого племені,8
ДЕЛЬФИ,Місце найвідомішого оракула Стародавньої Греції,6
ОЛІМПІАДА,"Спортивні змагання, що відроджені з Стародавньої Греції",9
МАРАФОН,"Біг на честь воїна, що приніс звістку про перемогу",7
ГЛАДІУС,Короткий меч римського легіонера,7
ТОГА,Верхній одяг вільного громадянина Стародавнього Риму,4
ФОРУМ,Центральна площа й ринок стародавнього Риму,5
АКВЕДУК,Споруда для подачі води на великі відстані,7
ТЕРМИ,Громадські лазні Стародавнього Риму,5
ВЕСТАЛКА,"Жриця, що охороняла священний вогонь у Римі",8
ПРЕТОР,Високий судовий сановник Стародавнього Риму,6
КОНСУЛ,Найвищий виборний посадовець Римської республіки,6
ДИКТАТОР,Особа з тимчасовою необмеженою владою в Римі,8
ТРІУМФ,Урочистий в'їзд переможного полководця в Рим,6
РУБІКОН,"Річка, яку Цезар перейшов, розпочавши громадянську війну",7
БРУТ,"Один з убивць Цезаря, колишній його союзник",4
ПОМПЕЙ,Суперник Цезаря за владу в Римі,6
ТРІУМВІРАТ,Союз трьох осіб при владі в Римі,10
ОКТАВІАН,"Прийомний син Цезаря, майбутній перший імператор",8
ВАРВАР,Означення чужинця з погляду грека чи римлянина,6
ГУННИ,"Кочовий народ, що прогнав готів у межі імперії",5
АТИЛЛА,"Ватажок гунів, прозваний бичем божим",6
МІЛАН,"Місто, де 313 року узаконили християнство едиктом",5
НІКЕЯ,Місто першого вселенського церковного собору,5
СХИЗМА,Розкол церкви на католицьку й православну гілки,6
ЄРУСАЛИМ,"Святе місто трьох релігій, ціль хрестових походів",8
САЛАДІН,"Мусульманський полководець, що відвоював Єрусалим",7
ІНКВІЗИТОР,"Церковний суддя, що переслідував відступників від віри",10
МЕНДЕЛЄЄВ,"Хімік, автор періодичної таблиці елементів",9
ВІДРОДЖЕННЯ,Епоха розквіту мистецтв після середньовіччя,11
ГУМАНІЗМ,Течія Відродження з увагою до людини,8
ЛЕОНАРДО,"Художник і винахідник, автор Мони Лізи",8
МІКЕЛАНДЖЕЛО,"Скульптор і живописець, автор розпису Сікстинської капели",12
ГУТЕНБЕРГ,Винахідник друкарського верстата в Європі,9
ЛЮТЕР,"Ченець, що прибив тези до дверей і почав реформацію",5
КАЛЬВІН,"Реформатор церкви, засновник окремої протестантської течії",7
ПРОТЕСТАНТ,"Прихильник церкви, що відкололась від Риму",10
ГАЛІЛЕЙ,"Учений, змушений зректися вчення про рух Землі",7
КОПЕРНИК,"Астроном, що довів обертання Землі навколо Сонця",8
НЬЮТОН,"Учений, що сформулював закони руху й тяжіння",6
ДАРВІН,"Природознавець, автор теорії еволюції",6
ЕЙНШТЕЙН,"Фізик, автор теорії відносності",8
