word,clue,length
ІНДИК,Великий свійський птах з червоним наростом,5
СТРАУС,Найбільший нелітаючий птах,6
ПАПУГА,Барвистий птах, що вміє повторювати слова,6
КАКАДУ,Папуга з чубчиком на голові,6
ПІНГВІН,Нелітаючий птах льодовиків,7
ФЛАМІНГО,Рожевий птах на одній нозі,8
ПАВИЧ,Птах із розкішним хвостом-віялом,5
ДЯТЕЛ,Птах, що довбає дерево дзьобом,5
ЗОЗУЛЯ,Птах, що підкидає яйця в чужі гнізда,6
СОЛОВЕЙ,Птах, знаний найкращим співом,7
СИНИЦЯ,Маленький жовтогрудий птах,6
ГОРОБЕЦЬ,Маленький сірий птах міських дворів,8
ШПАК,Птах, що живе у власному будиночку-хатці,4
СНІГУР,Птах із червоними грудьми взимку,6
ЧАЙКА,Морський птах, що кружляє над узбережжям,5
БАКЛАН,Птах-рибалка з чорним пір'ям,6
ПЕЛІКАН,Птах із великим мішком під дзьобом,7
ГРИФ,Хижий птах-падальник,4
КОНДОР,Найбільший хижий птах Анд,6
БЕРКУТ,Могутній гірський орел,6
КАНЮК,Хижий птах, що ширяє над полями,5
ФАЗАН,Барвистий птах лісових узлісь,5
КУРІПКА,Дрібний польовий птах,7
ПЕРЕПІЛКА,Найменший польовий птах з характерним криком,9
ЧАПЛЯ,Довгонога птах біля водойм,5
КРУК,Великий чорний птах-віщун,4
ЗМІЯ,Плазун без ніг, що повзає,4
ГАДЮКА,Отруйна змія помірних широт,6
КОБРА,Отруйна змія з каптуром,5
ПІТОН,Величезна неотруйна змія-душитель,5
УДАВ,Велика змія, що душить здобич кільцями,4
ЯЩІРКА,Дрібний плазун з чотирма лапками,7
КРОКОДИЛ,Великий водний хижий плазун,8
АЛІГАТОР,Американський родич крокодила,8
ЧЕРЕПАХА,Плазун із твердим панциром,8
ХАМЕЛЕОН,Плазун, що змінює колір шкіри,8
ІГУАНА,Великий тропічний плазун,6
ВАРАН,Найбільший сучасний ящір,5
ЖАБА,Земноводне, що квакає,4
РОПУХА,Земноводне з бородавчастою шкірою,6
ТРИТОН,Хвостате земноводне маленьких водойм,6
САЛАМАНДРА,Плямисте хвостате земноводне,10
КОРОП,Прісноводна риба ставків,5
ЩУКА,Хижа прісноводна риба з довгою пащею,4
ОКУНЬ,Смугаста прісноводна риба,5
СУДАК,Прісноводна хижа риба з гострими зубами,5
СОМ,Велика прісноводна риба без луски,3
ФОРЕЛЬ,Прудка річкова риба холодних вод,6
ЛОСОСЬ,Риба, що йде на нерест проти течії,6
ТУНЕЦЬ,Велика швидка морська риба,6
ОСЕЛЕДЕЦЬ,Дрібна солона морська риба,9
СКУМБРІЯ,Морська риба зі смугастою спинкою,8
КАМБАЛА,Плоска морська риба, що лежить на дні,7
ВУГОР,Довга слизька риба, схожа на змію,5
МЕДУЗА,Морська істота, що жалить щупальцями,6
ВОСЬМИНІГ,Морський молюск із вісьмома щупальцями,9
КАЛЬМАР,Головоногий молюск, що випускає чорнило,7
КРАБ,Морська істота з клешнями і панциром,4
РАК,Прісноводна істота з клешнями,3
КРЕВЕТКА,Дрібна морська істота з панциром,8
ЛОБСТЕР,Великий морський рак з великими клешнями,7
УСТРИЦЯ,Молюск у мушлі, який їдять сирим,7
МУШЛЯ,Тверда оболонка молюска,5
КОРАЛ,Морський організм, що будує рифи,5
ГУБКА,Найпростіший багатоклітинний мешканець моря,5
БДЖОЛА,Комаха, що робить мед,6
ОСА,Комаха з жовто-чорним черевцем і жалом,3
ДЖМІЛЬ,Пухнастий гудючий родич бджоли,6
МЕТЕЛИК,Комаха з барвистими крилами,7
ГУСІНЬ,Личинка метелика,6
МУРАХА,Дрібна комаха, що будує мурашник,6
ЖУК,Комаха з твердими надкрилами,3
САРАНА,Комаха, що знищує врожаї зграями,6
ЦВІРКУН,Комаха, що сюрчить вечорами,7
БАБКА,Комаха з довгим тілом і двома парами крил,5
КОМАР,Кровосисна комаха з писклявим дзижчанням,5
МУХА,Набридлива комаха, що літає над їжею,4
ТАРГАН,Живуча комаха-шкідник кухонь,6
ПАВУК,Восьминогий мисливець, що плете тенета,5
СКОРПІОН,Членистоногий з отруйним жалом на хвості,8
КЛІЩ,Дрібний кровосисний членистоногий,4
БОГОМОЛ,Комаха-хижак, що складає лапки, немов молиться,7
СВІТЛЯЧОК,Комаха, що світиться в темряві,9
ХИЖАК,Тварина, що полює на інших заради їжі,5
ЗДОБИЧ,Тварина, на яку полює хижак,6
ПОЛЮВАННЯ,Переслідування й здобування дичини,9
МИСЛИВЕЦЬ,Людина, що виходить у ліс за здобиччю,9
СЕРЕДОВИЩЕ,Природні умови життя виду,10
МІГРАЦІЯ,Сезонний переліт чи перехід тварин,9
СПЛЯЧКА,Стан спокою тварин узимку,7
ЛИНЯННЯ,Скидання старої шкіри чи пір'я,7
ПАНЦИР,Твердий захисний покрив черепахи чи краба,6
ЛУСКА,Дрібні тверді пластинки на тілі риби,5
ШЕРСТЬ,Волосяний покрив ссавця,6
ОПЕРЕННЯ,Покрив тіла птаха,8
ДЗЬОБ,Тверда частина морди птаха,5
ЛАПА,Кінцівка звіра чи птаха,4
КОПИТО,Тверда кінцівка коня чи корови,6
РІГ,Твердий виріст на голові оленя чи бика,3
БИВЕНЬ,Довгий загострений зуб слона чи моржа,6
ХВІСТ,Задня рухома частина тіла тварини,5
ГРИВА,Довга шерсть на шиї лева чи коня,5
ПЛАВНИК,Орган руху риби у воді,7
ЗЯБРА,Орган дихання риби під водою,5
НІРКА,Підземне житло крота чи борсука,5
БАРЛІГ,Зимове лігво ведмедя,6
ЗГРАЯ,Гурт вовків чи птахів,5
ТАБУН,Гурт коней чи диких копитних,5
ОТАРА,Гурт овець на випасі,5
РІЙ,Гурт бджіл навколо матки,3
ГНІЗДО,Житло, яке птах будує для яєць,6
НОРА,Підземне житло гризуна чи лисиці,4
ЛІГВО,Схованка дикого хижака,5
ЛІС,Велика площа, вкрита деревами,3
ГАЙ,Невеликий листяний ліс,3
ХАЩІ,Густі непрохідні зарості,4
ГАЛЯВИНА,Відкрита ділянка серед лісу,8
ЗВІР,Дика тварина лісу чи степу,4
ССАВЕЦЬ,Тварина, що вигодовує малят молоком,7
ПРИМАТ,Найрозвиненіший ряд ссавців,7
ГРИЗУН,Тварина з різцями, що постійно ростуть,7
ЗЕМНОВОДНЕ,Тварина, що живе і у воді, і на суходолі,10
ПЛАЗУН,Тварина з холодною кров'ю і лускою,6
БРАКОНЬЄР,Той, хто незаконно полює на тварин,9
