word,clue,length
ЦЕНТРИФУГА,Пристрій, що розділяє речовини обертанням,10
ІНКУБАТОР,Пристрій для виведення пташенят чи догляду за немовлям,9
СТЕТОСКОП,Прилад лікаря для прослуховування серця,9
ШПРИЦ,Інструмент для введення ліків під шкіру,5
СКАЛЬПЕЛЬ,Хірургічний ніж для точних розрізів,9
ПІНЦЕТ,Інструмент для захоплення дрібних предметів,6
ПАРОВОЗ,Локомотив, що рухається силою пари,7
ДИНАМІТ,Вибухова речовина на основі нітрогліцерину,7
ЛАМПОЧКА,Скляна колба, що дає світло від струму,8
ТЕЛЕФОН,Пристрій для передачі голосу на відстань,7
РАДІО,Пристрій для передачі звуку хвилями в ефір,5
ТЕЛЕВІЗОР,Пристрій для прийому зображення й звуку,9
ПРИНТЕР,Пристрій, що друкує текст на папері,7
СКАНЕР,Пристрій, що переводить зображення в цифру,6
ФЛЕШКА,Портативний носій цифрових даних,6
СУБМАРИНА,Судно, що плаває під водою,9
ДИРИЖАБЛЬ,Керований літальний апарат легший за повітря,9
ПАРАШУТ,Пристрій для сповільнення падіння з висоти,7
ЛІФТ,Пристрій для підйому між поверхами,4
ЕСКАЛАТОР,Рухомі сходи,9
КОНДИЦІОНЕР,Пристрій для охолодження повітря в кімнаті,11
ХОЛОДИЛЬНИК,Побутовий пристрій, що зберігає їжу свіжою,11
ПИЛОСОС,Пристрій, що прибирає пил всмоктуванням,7
ФОТОАПАРАТ,Пристрій для отримання знімків,10
ГРАМОФОН,Ранній пристрій для відтворення звуку з платівки,8
МАГНІТОФОН,Пристрій для запису й відтворення звуку на стрічці,10
КЛАВІАТУРА,Панель кнопок для введення тексту в машину,10
МОНІТОР,Екран для виведення зображення з машини,7
ПРОЦЕСОР,Головний обчислювальний блок машини,8
МІКРОСХЕМА,Крихітна плата з безліччю електронних елементів,10
РОБОТ,Механізм, що виконує дії замість людини,5
ДРОН,Безпілотний літальний апарат,4
СУПУТНИК,Апарат, що обертається навколо планети,8
РАКЕТА,Апарат, що злітає за рахунок реактивної тяги,6
МЕТР,Одиниця вимірювання довжини,4
КІЛОГРАМ,Одиниця вимірювання маси,8
СЕКУНДА,Одиниця вимірювання часу,7
ГРАДУС,Одиниця вимірювання температури чи кута,6
ВАТТ,Одиниця вимірювання потужності,4
ВОЛЬТ,Одиниця вимірювання електричної напруги,5
АМПЕР,Одиниця вимірювання сили струму,5
ДЖОУЛЬ,Одиниця вимірювання енергії,6
НЬЮТОН,Одиниця вимірювання сили,6
ПАСКАЛЬ,Одиниця вимірювання тиску,7
ГЕРЦ,Одиниця вимірювання частоти,4
МОЛЬ,Одиниця вимірювання кількості речовини,4
КЕЛЬВІН,Одиниця вимірювання абсолютної температури,7
КАЛОРІЯ,Одиниця вимірювання енергії їжі,7
ДЕЦИБЕЛ,Одиниця вимірювання гучності звуку,7
ФАРАД,Одиниця вимірювання електричної ємності,5
ФІЗИКА,Наука про природу й закони матерії,6
ХІМІЯ,Наука про речовини та їхні перетворення,5
БІОЛОГІЯ,Наука про живі організми,8
АСТРОНОМІЯ,Наука про зорі, планети й Всесвіт,10
ГЕОЛОГІЯ,Наука про будову й історію Землі,8
МАТЕМАТИКА,Наука про числа й закономірності,10
АЛГЕБРА,Розділ математики про рівняння,7
ГЕОМЕТРІЯ,Розділ математики про фігури й простір,9
СТАТИСТИКА,Наука про збір і аналіз даних,10
ГЕНЕТИКА,Наука про спадковість організмів,8
ЕКОЛОГІЯ,Наука про взаємодію організмів із середовищем,8
ПСИХОЛОГІЯ,Наука про людську психіку,10
АРХЕОЛОГІЯ,Наука, що вивчає минуле за розкопками,10
МЕТЕОРОЛОГІЯ,Наука про атмосферу й погоду,12
БОТАНІКА,Наука про рослини,8
ЗООЛОГІЯ,Наука про тварин,8
АНАТОМІЯ,Наука про будову тіла,8
ФІЗІОЛОГІЯ,Наука про функції живого організму,10
ГРАВІТАЦІЯ,Сила взаємного притягання тіл,10
ІНЕРЦІЯ,Властивість тіла зберігати стан руху,7
ТЕРТЯ,Сила опору між дотичними поверхнями,5
ТИСК,Сила, розподілена на площу,4
ЕНЕРГІЯ,Здатність тіла виконувати роботу,7
ЕЛЕКТРИКА,Явище, пов'язане з рухом заряджених часток,9
МАГНЕТИЗМ,Явище притягання й відштовхування металів,9
РАДІАЦІЯ,Випромінювання від розпаду ядер,8
АТОМ,Найменша частинка хімічного елемента,4
МОЛЕКУЛА,Найменша частинка речовини,8
ЕЛЕКТРОН,Негативно заряджена частинка атома,8
ПРОТОН,Позитивно заряджена частинка ядра,6
НЕЙТРОН,Незаряджена частинка атомного ядра,7
ІЗОТОП,Різновид елемента з іншою кількістю нейтронів,6
РЕАКЦІЯ,Перетворення одних речовин на інші,7
КРИСТАЛ,Тверде тіло з упорядкованою структурою,7
РОЗЧИН,Однорідна суміш речовин у рідині,6
СПОЛУКА,Речовина з кількох елементів,7
ЕЛЕМЕНТ,Речовина, що не розкладається хімічно,7
РЕЧОВИНА,Те, з чого складаються тіла й предмети,8
ПЛАЗМА,Четвертий стан матерії з іонів,6
ВАКУУМ,Простір без речовини,6
ШВИДКІСТЬ,Відстань, пройдена за одиницю часу,9
ПРИСКОРЕННЯ,Зміна швидкості руху за час,11
МАСА,Кількість речовини в тілі,4
ОБЕРТАННЯ,Рух тіла навколо осі,9
ОРБІТА,Шлях тіла навколо іншого в просторі,6
ВОДЕНЬ,Найлегший хімічний елемент,6
КИСЕНЬ,Газ, необхідний для дихання й горіння,6
АЗОТ,Газ, що становить більшість повітря,4
ВУГЛЕЦЬ,Елемент, що є основою органічної хімії,7
ЗАЛІЗО,Метал, з якого виплавляють сталь,6
МІДЬ,Червонуватий метал у дротах,4
ЦИНК,Метал, яким покривають сталь від іржі,4
ОЛОВО,М'який метал для паяння,5
СВИНЕЦЬ,Важкий метал, що захищає від радіації,7
РТУТЬ,Єдиний рідкий за кімнатної температури метал,5
СІРКА,Жовта горюча речовина,5
ФОСФОР,Елемент, що світиться в темряві,6
КАЛЬЦІЙ,Елемент, потрібний для міцності кісток,7
НАТРІЙ,Елемент, що входить до складу кухонної солі,6
КАЛІЙ,Елемент, важливий для роботи серця й м'язів,5
МАГНІЙ,Легкий метал, що горить яскравим полум'ям,6
АЛЮМІНІЙ,Легкий сріблястий метал літаків і фольги,8
ТИТАН,Міцний легкий метал для авіації,5
ХРОМ,Метал, що надає блиску деталям,4
НІКЕЛЬ,Метал у складі монет і сплавів,6
ПЛАТИНА,Дорогоцінний білий метал,7
УРАН,Радіоактивний метал ядерних реакторів,4
ГЕЛІЙ,Легкий інертний газ для повітряних куль,5
НЕОН,Газ, що дає світіння в рекламних вивісках,4
АРГОН,Інертний газ у складі повітря,5
ЙОД,Елемент, розчин якого дезінфікує рани,3
ФТОР,Елемент у складі зубної пасти,4
ХЛОР,Елемент, яким знезаражують воду,4
ЛІТІЙ,Найлегший метал, що використовують у батареях,5
ЕВОЛЮЦІЯ,Поступова зміна видів упродовж поколінь,8
ТЕОРІЯ,Наукове пояснення явищ, підтверджене доказами,6
ГІПОТЕЗА,Наукове припущення, яке ще треба перевірити,8
ЕКСПЕРИМЕНТ,Дослід для перевірки припущення,11
ЛАБОРАТОРІЯ,Приміщення для наукових дослідів,11
ДОСЛІД,Практична перевірка наукового припущення,6
ВІДКРИТТЯ,Нове знання, здобуте вперше,9
ВИНАХІД,Нова технічна розробка,7
ПАТЕНТ,Документ, що захищає право на винахід,6
ФОРМУЛА,Умовний запис наукової залежності,7
РІВНЯННЯ,Математичний вираз із невідомою величиною,8
ЗМІННА,Величина, що може набувати різних значень,6
КОНСТАНТА,Величина, яка не змінюється,9
ВЕКТОР,Величина з напрямом і довжиною,6
АМПЛІТУДА,Найбільше відхилення коливання від рівноваги,9
ЧАСТОТА,Кількість повторень за одиницю часу,7
ХВИЛЯ,Коливання, що поширюється в просторі,5
ПРОМІНЬ,Вузький потік світла,7
СПЕКТР,Розклад світла за кольорами,6
ЗАЛОМЛЕННЯ,Зміна напряму променя на межі середовищ,10
ВІДБИТТЯ,Повернення хвилі від перешкоди,8
КЛОНУВАННЯ,Створення точної генетичної копії організму,10
ЩЕПЛЕННЯ,Введення препарату для захисту від хвороби,8
ВАКЦИНА,Препарат, що формує імунітет до хвороби,7
АНТИБІОТИК,Препарат проти бактеріальної інфекції,10
ВІТАМІН,Речовина, потрібна організму в малих дозах,7
ГОРМОН,Речовина, що регулює роботу органів,6
ФЕРМЕНТ,Білок, що прискорює реакції в організмі,7
БІЛОК,Основний будівельний матеріал клітини,5
ВУГЛЕВОД,Речовина, що дає організму енергію,8
КЛІТИНА,Найменша структурна одиниця живого,7
ХРОМОСОМА,Структура клітини, що зберігає спадкову інформацію,9
СПАДКОВІСТЬ,Передавання ознак від батьків до нащадків,11
ГЕН,Ділянка спадкової інформації,3
